11/08/2021/18/17/00,4,4,15.14,3.476,3.4799,3.4773,3.4775,0,22.7,22.7,22.4,22.7,19.27,0.0,13.91
11/08/2021/18/17/10,4,4,15.12,3.4762,3.4799,3.4774,3.4777,0,22.1,22.7,22.1,23,19.29,0.0,13.91
11/08/2021/18/17/20,4,4,15.14,3.4763,3.4801,3.4775,3.4778,0,22.1,22.4,22.4,22.7,19.29,0.0,13.91
11/08/2021/18/17/30,4,4,15.03,3.4763,3.4803,3.4776,3.4778,0,22.1,22.4,22.1,23,19.34,0.0,13.91
11/08/2021/18/17/40,4,4,15.05,3.4764,3.4803,3.4776,3.478,0,22.7,22.4,22.4,23,19.33,0.0,13.91
11/08/2021/18/17/50,4,4,15.08,3.4765,3.4805,3.4776,3.478,0,22.7,23,22.1,22.4,19.33,0.0,13.91
11/08/2021/18/18/00,4,4,15.16,3.4766,3.4807,3.4776,3.478,0,22.1,22.7,22.1,23,19.3,0.0,13.91
11/08/2021/18/18/10,4,4,15.04,3.4766,3.4808,3.4777,3.478,0,22.1,22.4,22.4,22.7,19.35,0.0,13.91
11/08/2021/18/18/20,4,4,15.15,3.4766,3.4808,3.4777,3.478,0,22.4,22.7,22.7,23,19.31,0.0,13.91
11/08/2021/18/18/30,4,4,15.16,3.4767,3.4809,3.4779,3.4781,0,22.1,22.7,22.7,22.7,19.31,0.0,13.91
11/08/2021/18/18/39,4,4,15.07,3.4768,3.4811,3.4779,3.4781,0,22.7,23,22.7,23,19.35,0.0,13.91
11/08/2021/18/18/49,4,4,15.02,3.4769,3.4812,3.4781,3.4782,0,22.1,22.4,22.7,22.7,19.38,0.0,13.91
11/08/2021/18/18/59,4,4,15.17,3.477,3.4814,3.4783,3.4783,0,22.1,23,22.4,22.7,19.32,0.0,13.92
11/08/2021/18/19/09,4,4,15.04,3.4771,3.4816,3.4785,3.4784,0,22.4,23,22.1,22.4,19.38,0.0,13.92
11/08/2021/18/19/19,4,4,15.11,3.4771,3.4816,3.4786,3.4785,0,22.1,22.4,22.4,23,19.35,0.0,13.92
11/08/2021/18/19/29,4,4,15.16,3.4771,3.4817,3.4787,3.4787,0,22.1,22.7,22.1,23,19.33,0.0,13.92
11/08/2021/18/19/39,4,4,15.14,3.4771,3.4818,3.4789,3.4787,0,22.1,22.4,22.4,22.4,19.34,0.0,13.92
11/08/2021/18/19/49,4,4,15.11,3.4772,3.4818,3.479,3.4787,0,22.7,23,22.4,22.7,19.36,0.0,13.92
11/08/2021/18/19/59,4,4,15.08,3.4773,3.482,3.4791,3.4788,0,22.7,23,22.7,23,19.38,0.0,13.92
11/08/2021/18/20/09,4,4,15.14,3.4774,3.4821,3.4792,3.4789,0,22.4,22.4,22.7,23,19.36,0.0,13.92
11/08/2021/18/20/19,4,4,15.06,3.4775,3.4822,3.4792,3.4791,0,22.1,22.7,22.7,22.4,19.4,0.0,13.92
11/08/2021/18/20/29,4,4,15.12,3.4776,3.4823,3.4793,3.4792,0,22.7,23,22.7,22.7,19.38,0.0,13.92
11/08/2021/18/20/39,4,4,15.09,3.4777,3.4825,3.4794,3.4792,0,22.1,22.7,22.4,22.4,19.4,0.0,13.92
11/08/2021/18/20/49,4,4,15.16,3.4777,3.4825,3.4795,3.4793,0,22.1,22.7,22.1,23,19.37,0.0,13.92
11/08/2021/18/20/59,4,4,15.06,3.4779,3.4825,3.4795,3.4795,0,22.1,22.4,22.7,22.4,19.42,0.0,13.92
11/08/2021/18/21/09,4,4,15.13,3.478,3.4825,3.4796,3.4797,0,22.7,22.4,22.1,23,19.4,0.0,13.92
11/08/2021/18/21/19,4,4,15.11,3.478,3.4827,3.4798,3.4797,0,22.7,22.4,22.7,22.7,19.41,0.0,13.92
11/08/2021/18/21/29,4,4,15.17,3.478,3.4828,3.48,3.4797,0,22.7,23,22.4,22.7,19.38,0.0,13.92
11/08/2021/18/21/39,4,4,15.06,3.4781,3.4829,3.4801,3.4797,0,22.4,22.7,22.7,23,19.44,0.0,13.92
11/08/2021/18/21/49,4,4,15.08,3.4782,3.4829,3.4801,3.4799,0,22.4,22.7,22.1,22.4,19.43,0.0,13.92
11/08/2021/18/21/59,4,4,15.07,3.4782,3.483,3.4801,3.48,0,22.4,22.7,22.1,23,19.44,0.0,13.92
11/08/2021/18/22/09,4,4,15.02,3.4784,3.4831,3.4802,3.4801,0,22.4,22.7,22.7,22.4,19.47,0.0,13.92
11/08/2021/18/22/19,4,4,15.03,3.4784,3.4832,3.4803,3.4802,0,22.7,22.4,22.7,22.7,19.47,0.0,13.92
11/08/2021/18/22/30,4,4,15.02,3.4786,3.4833,3.4803,3.4802,0,22.1,22.7,22.1,23,19.48,0.0,13.92
